fiscal_year,program_area_name,organization_type,award_status,cnt_award_status,state_code,state_name
2007,Hispanic Serving Institutions,Other,awarded,4,TX,TEXAS
2007,Hispanic Serving Institutions,Other,not-awarded,1,AZ,ARIZONA
2007,Hispanic Serving Institutions,Other,not-awarded,5,CA,CALIFORNIA
2007,Hispanic Serving Institutions,Other,not-awarded,1,NY,NEW YORK
2007,Hispanic Serving Institutions,Other,not-awarded,7,PR,PUERTO RICO
2007,Hispanic Serving Institutions,Other,not-awarded,9,TX,TEXAS
2007,Hispanic Serving Institutions,Other,not-awarded,1,WA,WASHINGTON
2007,Hispanic Serving Institutions,Private University or College,awarded,1,PR,PUERTO RICO
2007,Initiative for Future Agriculture and Food Systems,1994 Land-Grant University,not-awarded,1,MT,MONTANA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,2,AZ,ARIZONA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,5,CA,CALIFORNIA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,3,CO,COLORADO
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,1,CT,CONNECTICUT
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,1,FL,FLORIDA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,3,GA,GEORGIA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,2,IA,IOWA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,3,ID,IDAHO
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,2,IL,ILLINOIS
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,2,IN,INDIANA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,2,KS,KANSAS
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,1,MA,MASSACHUSETTS
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,1,MD,MARYLAND
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,1,ME,MAINE
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,5,MI,MICHIGAN
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,1,MN,MINNESOTA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,1,MO,MISSOURI
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,1,MS,MISSISSIPPI
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,2,MT,MONTANA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,3,NC,NORTH CAROLINA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,2,NE,NEBRASKA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,2,NJ,NEW JERSEY
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,2,NM,NEW MEXICO
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,1,NY,NEW YORK
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,2,OH,OHIO
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,3,OR,OREGON
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,2,PA,PENNSYLVANIA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,3,RI,RHODE ISLAND
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,1,SD,SOUTH DAKOTA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,2,TX,TEXAS
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,1,UT,UTAH
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,2,VA,VIRGINIA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,2,WA,WASHINGTON
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,2,WI,WISCONSIN
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,3,AK,ALASKA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,2,AL,ALABAMA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,1,AR,ARKANSAS
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,6,AZ,ARIZONA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,9,CA,CALIFORNIA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,1,DC,DISTRICT OF COLUMBIA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,1,DE,DELAWARE
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,9,FL,FLORIDA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,7,GA,GEORGIA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,2,HI,HAWAII
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,5,IA,IOWA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,1,ID,IDAHO
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,4,IL,ILLINOIS
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,7,IN,INDIANA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,5,KS,KANSAS
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,1,KY,KENTUCKY
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,2,LA,LOUISIANA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,1,MA,MASSACHUSETTS
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,3,MD,MARYLAND
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,11,MI,MICHIGAN
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,3,MN,MINNESOTA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,2,MO,MISSOURI
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,2,MS,MISSISSIPPI
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,2,MT,MONTANA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,7,NC,NORTH CAROLINA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,2,ND,NORTH DAKOTA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,3,NE,NEBRASKA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,4,NJ,NEW JERSEY
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,3,NM,NEW MEXICO
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,2,NV,NEVADA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,2,NY,NEW YORK
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,5,OH,OHIO
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,4,OK,OKLAHOMA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,5,OR,OREGON
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,8,PA,PENNSYLVANIA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,1,PR,PUERTO RICO
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,4,SC,SOUTH CAROLINA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,3,SD,SOUTH DAKOTA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,4,TN,TENNESSEE
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,11,TX,TEXAS
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,1,UT,UTAH
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,4,VA,VIRGINIA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,2,VT,VERMONT
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,5,WA,WASHINGTON
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,7,WI,WISCONSIN
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,2,WV,WEST VIRGINIA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,1,WY,WYOMING
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1890 Land-Grant University (incl Tuskegee),awarded,3,AL,ALABAMA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1890 Land-Grant University (incl Tuskegee),awarded,1,AR,ARKANSAS
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1890 Land-Grant University (incl Tuskegee),awarded,1,KY,KENTUCKY
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1890 Land-Grant University (incl Tuskegee),awarded,1,LA,LOUISIANA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1890 Land-Grant University (incl Tuskegee),awarded,1,MD,MARYLAND
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1890 Land-Grant University (incl Tuskegee),awarded,1,NC,NORTH CAROLINA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1890 Land-Grant University (incl Tuskegee),awarded,1,OK,OKLAHOMA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1890 Land-Grant University (incl Tuskegee),awarded,1,TN,TENNESSEE
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1890 Land-Grant University (incl Tuskegee),awarded,1,VA,VIRGINIA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1890 Land-Grant University (incl Tuskegee),not-awarded,1,DE,DELAWARE
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1890 Land-Grant University (incl Tuskegee),not-awarded,1,FL,FLORIDA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1994 Land-Grant University,awarded,1,MT,MONTANA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1994 Land-Grant University,awarded,1,ND,NORTH DAKOTA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1994 Land-Grant University,not-awarded,1,ND,NORTH DAKOTA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1994 Land-Grant University,not-awarded,1,WA,WASHINGTON
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Non Land-Grant Public University or College,awarded,1,IL,ILLINOIS
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Non Land-Grant Public University or College,awarded,2,TX,TEXAS
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Non Land-Grant Public University or College,not-awarded,2,AZ,ARIZONA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Non Land-Grant Public University or College,not-awarded,1,FL,FLORIDA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Non Land-Grant Public University or College,not-awarded,1,GA,GEORGIA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Non Land-Grant Public University or College,not-awarded,1,IA,IOWA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Non Land-Grant Public University or College,not-awarded,1,IN,INDIANA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Non Land-Grant Public University or College,not-awarded,1,KY,KENTUCKY
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Non Land-Grant Public University or College,not-awarded,1,MI,MICHIGAN
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Non Land-Grant Public University or College,not-awarded,1,OH,OHIO
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Non Land-Grant Public University or College,not-awarded,4,TX,TEXAS
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Non Land-Grant Public University or College,not-awarded,1,VA,VIRGINIA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Other,not-awarded,2,TX,TEXAS
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private Non-profit,awarded,1,AR,ARKANSAS
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private Non-profit,awarded,1,AZ,ARIZONA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private Non-profit,awarded,1,CA,CALIFORNIA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private Non-profit,awarded,1,GA,GEORGIA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private Non-profit,awarded,1,ME,MAINE
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private Non-profit,awarded,1,MS,MISSISSIPPI
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private Non-profit,awarded,1,NC,NORTH CAROLINA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private Non-profit,awarded,1,NY,NEW YORK
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private Non-profit,awarded,1,WI,WISCONSIN
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private Non-profit,not-awarded,1,NM,NEW MEXICO
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private University or College,not-awarded,1,FL,FLORIDA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private University or College,not-awarded,1,MA,MASSACHUSETTS
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private University or College,not-awarded,1,MN,MINNESOTA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private University or College,not-awarded,2,PA,PENNSYLVANIA
2007,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Public Secondary School,not-awarded,1,OK,OKLAHOMA
2007,Multicultural Scholars Program,1862 Land-Grant University,awarded,1,FL,FLORIDA
2007,Multicultural Scholars Program,1862 Land-Grant University,awarded,1,ID,IDAHO
2007,Multicultural Scholars Program,1862 Land-Grant University,awarded,1,ND,NORTH DAKOTA
2007,Multicultural Scholars Program,1862 Land-Grant University,awarded,1,NY,NEW YORK
2007,Multicultural Scholars Program,1862 Land-Grant University,awarded,1,OH,OHIO
2007,Multicultural Scholars Program,1862 Land-Grant University,awarded,1,TX,TEXAS
